customer_id,customer_value_eur,customer_value_segment
C03175,708.89,Low Value
C03176,1591.08,High Value
C03177,1911.28,Very High Value
C03178,1886.04,Very High Value
C03179,1646.12,High Value
C03180,1518.5,High Value
C03181,807.57,Low Value
C03182,2022.12,Very High Value
C03183,2004.36,Very High Value
C03184,1615.47,High Value
C03185,1561.58,High Value
C03186,1750.37,Very High Value
C03187,1291.94,Medium Value
C03188,1873.39,Very High Value
C03189,1850.9,Very High Value
C03190,1431.73,High Value
C03191,1871.88,Very High Value
C03192,2018.39,Very High Value
C03193,1966.91,Very High Value
C03194,1786.02,Very High Value
C03195,1856.37,Very High Value
C03196,1626.19,High Value
C03197,1816.95,Very High Value
C03198,1737.1,Very High Value
C03199,1764.0,Very High Value
C03200,1607.55,High Value
C03201,1693.86,Very High Value
C03202,1873.8,Very High Value
C03203,1699.91,Very High Value
C03204,1847.35,Very High Value
C03205,1748.79,Very High Value
C03206,1825.53,Very High Value
C03207,1699.3,Very High Value
C03208,1642.09,High Value
C03209,1904.84,Very High Value
C03210,2037.09,Very High Value
C03211,2006.55,Very High Value
C03212,1910.21,Very High Value
C03213,1809.22,Very High Value
C03214,1929.46,Very High Value
C03215,1941.68,Very High Value
C03216,1998.77,Very High Value
C03217,1628.53,High Value
C03218,1555.11,High Value
C03219,1526.72,High Value
C03220,1792.11,Very High Value
C03221,1917.23,Very High Value
C03222,2016.19,Very High Value
C03223,1586.44,High Value
C03224,1830.15,Very High Value
C03225,1945.55,Very High Value
C03226,1976.51,Very High Value
C03227,1677.29,High Value
C03228,1776.6,Very High Value
C03229,1555.62,High Value
C03230,1774.66,Very High Value
C03231,1963.26,Very High Value
C03232,2034.47,Very High Value
C03233,1673.62,High Value
C03234,1837.77,Very High Value
C03235,1736.52,Very High Value
C03236,1630.08,High Value
C03237,1997.69,Very High Value
C03238,1758.71,Very High Value
C03239,1747.85,Very High Value
C03240,1422.93,High Value
C03241,1768.2,Very High Value
C03242,1739.9,Very High Value
C03243,1945.01,Very High Value
C03244,1794.27,Very High Value
C03245,1360.38,High Value
C03246,1714.29,Very High Value
C03247,710.03,Low Value
C03248,1946.59,Very High Value
C03249,1771.34,Very High Value
C03250,1769.91,Very High Value
C03251,1427.98,High Value
C03252,1933.83,Very High Value
C03253,1652.45,High Value
C03254,1716.38,Very High Value
C03255,2017.3,Very High Value
C03256,1887.11,Very High Value
C03257,1725.41,Very High Value
C03258,2003.28,Very High Value
C03259,1880.67,Very High Value
C03260,1683.25,High Value
C03261,1836.53,Very High Value
C03262,1258.33,Medium Value
C03263,814.31,Low Value
C03264,1876.9,Very High Value
C03265,1726.06,Very High Value
C03266,1718.08,Very High Value
C03267,2028.68,Very High Value
C03268,1997.52,Very High Value
C03269,1957.27,Very High Value
C03270,1611.5,High Value
C03271,1826.34,Very High Value
C03272,1758.47,Very High Value
C03273,1917.88,Very High Value
C03274,1806.07,Very High Value
C03275,1774.69,Very High Value
C03276,1605.67,High Value
C03277,1708.36,Very High Value
C03278,1621.73,High Value
C03279,1685.68,High Value
C03280,1761.0,Very High Value
C03281,1932.24,Very High Value
C03282,1931.78,Very High Value
C03283,748.13,Low Value
C03284,1642.03,High Value
C03285,1950.2,Very High Value
C03286,1414.59,High Value
C03287,1726.9,Very High Value
C03288,1970.47,Very High Value
C03289,1843.7,Very High Value
C03290,2049.84,Very High Value
C03291,1546.18,High Value
C03292,1946.22,Very High Value
C03293,1937.88,Very High Value
C03294,1848.11,Very High Value
C03295,2002.88,Very High Value
C03296,1678.77,High Value
C03297,1785.33,Very High Value
C03298,1877.59,Very High Value
C03299,1812.6,Very High Value
C03300,1346.16,Medium Value
C03301,1900.54,Very High Value
C03302,1563.34,High Value
C03303,1092.63,Medium Value
C03304,1796.41,Very High Value
C03305,1604.04,High Value
C03306,1756.31,Very High Value
C03307,1858.14,Very High Value
C03308,1786.09,Very High Value
C03309,1808.18,Very High Value
C03310,1741.96,Very High Value
C03311,1992.63,Very High Value
C03312,1737.26,Very High Value
C03313,688.94,Low Value
C03314,1781.05,Very High Value
C03315,803.78,Low Value
C03316,2009.81,Very High Value
C03317,1532.92,High Value
C03318,1939.47,Very High Value
C03319,1437.14,High Value
C03320,1776.56,Very High Value
C03321,1839.07,Very High Value
C03322,1990.12,Very High Value
C03323,1977.59,Very High Value
C03324,1481.41,High Value
C03325,2003.7,Very High Value
C03326,746.62,Low Value
C03327,1651.9,High Value
C03328,1812.33,Very High Value
C03329,1532.85,High Value
C03330,782.26,Low Value
C03331,2052.52,Very High Value
C03332,1922.75,Very High Value
C03333,1813.38,Very High Value
C03334,1445.98,High Value
C03335,1822.18,Very High Value
C03336,1629.64,High Value
C03337,1902.26,Very High Value
C03338,783.65,Low Value
C03339,1694.92,Very High Value
C03340,1783.39,Very High Value
C03341,1961.5,Very High Value
C03342,1599.93,High Value
C03343,851.02,Low Value
C03344,1658.32,High Value
C03345,1877.37,Very High Value
C03346,1717.36,Very High Value
C03347,1827.47,Very High Value
C03348,1272.08,Medium Value
C03349,1598.61,High Value
C03350,1586.1,High Value
C03351,1798.01,Very High Value
C03352,1962.55,Very High Value
C03353,1581.81,High Value
C03354,1757.14,Very High Value
C03355,1739.81,Very High Value
C03356,1902.34,Very High Value
C03357,1441.28,High Value
C03358,1705.21,Very High Value
C03359,1924.02,Very High Value
C03360,1620.62,High Value
C03361,1781.68,Very High Value
C03362,1784.45,Very High Value
C03363,2087.84,Very High Value
C03364,1876.51,Very High Value
C03365,1883.96,Very High Value
C03366,1507.76,High Value
C03367,2018.72,Very High Value
C03368,1625.87,High Value
C03369,1700.08,Very High Value
C03370,1790.62,Very High Value
C03371,1727.37,Very High Value
C03372,1933.79,Very High Value
C03373,1669.75,High Value
C03374,1920.64,Very High Value
C03375,1920.28,Very High Value
C03376,1823.21,Very High Value
C03377,1791.36,Very High Value
C03378,1711.53,Very High Value
C03379,1675.1,High Value
C03380,1670.12,High Value
C03381,1742.29,Very High Value
C03382,1827.17,Very High Value
C03383,1934.3,Very High Value
C03384,1780.67,Very High Value
C03385,1907.03,Very High Value
C03386,1447.97,High Value
C03387,1601.28,High Value
C03388,1755.22,Very High Value
C03389,1698.96,Very High Value
C03390,1727.16,Very High Value
C03391,1713.94,Very High Value
C03392,1849.37,Very High Value
C03393,1737.66,Very High Value
C03394,1657.7,High Value
C03395,793.28,Low Value
C03396,1581.65,High Value
C03397,1999.15,Very High Value
C03398,1754.39,Very High Value
C03399,1875.6,Very High Value
C03400,1956.61,Very High Value
C03401,1733.91,Very High Value
C03402,1352.95,Medium Value
C03403,1759.85,Very High Value
C03404,1604.14,High Value
C03405,860.52,Low Value
C03406,1642.58,High Value
C03407,1737.88,Very High Value
C03408,1630.29,High Value
C03409,1353.14,Medium Value
C03410,2027.38,Very High Value
C03411,1774.3,Very High Value
C03412,2002.71,Very High Value
C03413,1445.13,High Value
C03414,1554.66,High Value
C03415,1958.07,Very High Value
C03416,1763.14,Very High Value
C03417,1980.67,Very High Value
C03418,1758.42,Very High Value
C03419,1736.17,Very High Value
C03420,1947.56,Very High Value
C03421,1616.65,High Value
C03422,1894.95,Very High Value
C03423,1707.03,Very High Value
C03424,1856.44,Very High Value
C03425,1829.17,Very High Value
C03426,1775.44,Very High Value
C03427,1651.92,High Value
C03428,1669.6,High Value
C03429,1779.11,Very High Value
C03430,1619.63,High Value
C03431,914.95,Low Value
C03432,1834.6,Very High Value
C03433,1897.9,Very High Value
C03434,1939.43,Very High Value
C03435,1403.86,High Value
C03436,1874.48,Very High Value
C03437,1605.05,High Value
C03438,1975.1,Very High Value
C03439,1672.55,High Value
C03440,1937.82,Very High Value
C03441,811.8,Low Value
C03442,1299.28,Medium Value
C03443,1770.77,Very High Value
C03444,668.89,Low Value
C03445,1843.48,Very High Value
C03446,1341.79,Medium Value
C03447,1624.24,High Value
C03448,1589.53,High Value
C03449,1636.95,High Value
C03450,1843.08,Very High Value
C03451,1011.02,Low Value
C03452,1686.81,High Value
C03453,1220.98,Medium Value
C03454,1798.9,Very High Value
C03455,1595.9,High Value
C03456,1660.24,High Value
C03457,1708.83,Very High Value
C03458,1971.06,Very High Value
C03459,1695.93,Very High Value
C03460,1829.21,Very High Value
C03461,1999.59,Very High Value
C03462,1754.22,Very High Value
C03463,1898.47,Very High Value
C03464,1839.9,Very High Value
C03465,1632.42,High Value
C03466,1352.27,Medium Value
C03467,1711.81,Very High Value
C03468,1678.83,High Value
C03469,1842.07,Very High Value
C03470,1607.96,High Value
C03471,2010.95,Very High Value
C03472,1743.54,Very High Value
C03473,1782.48,Very High Value
C03474,1908.48,Very High Value
C03475,1518.17,High Value
C03476,1984.89,Very High Value
C03477,1664.17,High Value
C03478,1882.93,Very High Value
C03479,1002.0,Low Value
C03480,1254.47,Medium Value
C03481,1103.85,Medium Value
C03482,776.19,Low Value
C03483,1258.62,Medium Value
C03484,1175.31,Medium Value
C03485,1099.85,Medium Value
C03486,765.21,Low Value
C03487,1402.23,High Value
C03488,819.14,Low Value
C03489,1084.57,Medium Value
C03490,1375.52,High Value
C03491,1083.63,Medium Value
C03492,1313.14,Medium Value
C03493,826.68,Low Value
C03494,1045.43,Medium Value
C03495,1758.26,Very High Value
C03496,1105.55,Medium Value
C03497,412.98,Low Value
C03498,997.13,Low Value
C03499,1110.13,Medium Value
C03500,942.61,Low Value
C03501,1168.97,Medium Value
C03502,1276.68,Medium Value
C03503,1025.71,Low Value
C03504,1319.35,Medium Value
C03505,1101.96,Medium Value
C03506,1035.42,Low Value
C03507,1172.88,Medium Value
C03508,1091.51,Medium Value
C03509,1579.29,High Value
C03510,1400.91,High Value
C03511,861.14,Low Value
C03512,928.89,Low Value
C03513,1472.96,High Value
C03514,1022.3,Low Value
C03515,744.8,Low Value
C03516,1111.09,Medium Value
C03517,941.25,Low Value
C03518,959.96,Low Value
C03519,1366.53,High Value
C03520,1101.67,Medium Value
C03521,1408.45,High Value
C03522,1402.92,High Value
C03523,1320.57,Medium Value
C03524,1965.96,Very High Value
C03525,1285.99,Medium Value
C03526,1161.98,Medium Value
C03527,1281.0,Medium Value
C03528,1043.38,Medium Value
C03529,1187.29,Medium Value
C03530,1256.47,Medium Value
C03531,1039.68,Medium Value
C03532,1521.01,High Value
C03533,824.57,Low Value
C03534,1429.18,High Value
C03535,922.15,Low Value
C03536,997.67,Low Value
C03537,1179.43,Medium Value
C03538,1701.07,Very High Value
C03539,1210.52,Medium Value
C03540,1084.11,Medium Value
C03541,1260.02,Medium Value
C03542,1516.21,High Value
C03543,1013.75,Low Value
C03544,987.53,Low Value
C03545,1702.26,Very High Value
C03546,1087.46,Medium Value
C03547,1158.67,Medium Value
C03548,1425.58,High Value
C03549,860.02,Low Value
C03550,1294.85,Medium Value
C03551,1275.69,Medium Value
C03552,1321.58,Medium Value
C03553,1511.46,High Value
C03554,953.57,Low Value
C03555,867.21,Low Value
C03556,1279.92,Medium Value
C03557,1002.89,Low Value
C03558,1392.0,High Value
C03559,871.39,Low Value
C03560,1315.23,Medium Value
C03561,931.77,Low Value
C03562,1276.47,Medium Value
C03563,1584.03,High Value
C03564,972.59,Low Value
C03565,1383.66,High Value
C03566,1450.38,High Value
C03567,857.41,Low Value
C03568,1056.39,Medium Value
C03569,1125.21,Medium Value
C03570,975.92,Low Value
C03571,802.17,Low Value
C03572,916.9,Low Value
C03573,1417.03,High Value
C03574,1275.51,Medium Value
C03575,1250.5,Medium Value
C03576,1331.48,Medium Value
C03577,870.63,Low Value
C03578,771.25,Low Value
C03579,1329.37,Medium Value
C03580,1570.88,High Value
C03581,1310.9,Medium Value
C03582,994.1,Low Value
C03583,1538.41,High Value
C03584,1018.82,Low Value
C03585,1030.83,Low Value
C03586,1498.28,High Value
C03587,1648.23,High Value
C03588,812.2,Low Value
C03589,848.86,Low Value
C03590,2048.86,Very High Value
C03591,1437.51,High Value
C03592,1115.4,Medium Value
C03593,1749.78,Very High Value
C03594,1003.37,Low Value
C03595,1225.52,Medium Value
C03596,862.63,Low Value
C03597,975.01,Low Value
C03598,1565.27,High Value
C03599,988.94,Low Value
C03600,1594.16,High Value
C03601,1287.19,Medium Value
C03602,1254.24,Medium Value
C03603,1093.43,Medium Value
C03604,1205.0,Medium Value
C03605,897.23,Low Value
C03606,1052.88,Medium Value
C03607,868.55,Low Value
C03608,904.83,Low Value
C03609,784.74,Low Value
C03610,1266.49,Medium Value
C03611,1696.69,Very High Value
C03612,1236.66,Medium Value
C03613,1193.07,Medium Value
C03614,977.3,Low Value
C03615,776.45,Low Value
C03616,1159.59,Medium Value
C03617,1033.2,Low Value
C03618,1227.11,Medium Value
C03619,1353.72,Medium Value
C03620,1267.42,Medium Value
C03621,1127.09,Medium Value
C03622,1282.48,Medium Value
C03623,1137.41,Medium Value
C03624,1628.94,High Value
C03625,1350.46,Medium Value
C03626,1447.69,High Value
C03627,1934.48,Very High Value
C03628,953.11,Low Value
C03629,1195.53,Medium Value
C03630,1400.83,High Value
C03631,1332.31,Medium Value
C03632,1563.72,High Value
C03633,1201.33,Medium Value
C03634,924.4,Low Value
C03635,1828.88,Very High Value
C03636,803.47,Low Value
C03637,1161.82,Medium Value
C03638,1640.7,High Value
C03639,1387.6,High Value
C03640,1426.61,High Value
C03641,995.75,Low Value
C03642,1005.78,Low Value
C03643,1259.41,Medium Value
C03644,1193.86,Medium Value
C03645,819.11,Low Value
C03646,991.14,Low Value
C03647,1547.86,High Value
C03648,1374.54,High Value
C03649,1255.17,Medium Value
C03650,770.88,Low Value
C03651,1175.95,Medium Value
C03652,1119.12,Medium Value
C03653,1063.82,Medium Value
C03654,1269.29,Medium Value
C03655,1064.28,Medium Value
C03656,1341.51,Medium Value
C03657,438.04,Low Value
C03658,989.06,Low Value
C03659,1096.37,Medium Value
C03660,1271.48,Medium Value
C03661,1333.03,Medium Value
C03662,357.32,Low Value
C03663,1379.17,High Value
C03664,1351.81,Medium Value
C03665,1574.75,High Value
C03666,1544.51,High Value
C03667,911.83,Low Value
C03668,1898.11,Very High Value
C03669,998.4,Low Value
C03670,1063.05,Medium Value
C03671,1056.74,Medium Value
C03672,939.53,Low Value
C03673,1052.93,Medium Value
C03674,735.11,Low Value
C03675,1245.34,Medium Value
C03676,897.94,Low Value
C03677,1108.75,Medium Value
C03678,818.96,Low Value
C03679,1211.29,Medium Value
C03680,1318.89,Medium Value
C03681,1014.96,Low Value
C03682,791.74,Low Value
C03683,1476.35,High Value
C03684,1136.86,Medium Value
C03685,856.62,Low Value
C03686,897.56,Low Value
C03687,766.7,Low Value
C03688,1446.1,High Value
C03689,756.26,Low Value
C03690,1300.56,Medium Value
C03691,847.83,Low Value
C03692,1391.01,High Value
C03693,1054.23,Medium Value
C03694,966.32,Low Value
C03695,1020.14,Low Value
C03696,1079.21,Medium Value
C03697,1448.11,High Value
C03698,1208.53,Medium Value
C03699,1775.55,Very High Value
C03700,975.77,Low Value
C03701,1221.75,Medium Value
C03702,1051.27,Medium Value
C03703,1501.4,High Value
C03704,884.5,Low Value
C03705,1366.15,High Value
C03706,1081.09,Medium Value
C03707,1325.71,Medium Value
C03708,1371.59,High Value
C03709,840.41,Low Value
C03710,1139.44,Medium Value
C03711,1472.47,High Value
C03712,787.34,Low Value
C03713,1234.04,Medium Value
C03714,848.65,Low Value
C03715,946.67,Low Value
C03716,1018.46,Low Value
C03717,1214.64,Medium Value
C03718,879.34,Low Value
C03719,774.08,Low Value
C03720,1153.6,Medium Value
C03721,790.57,Low Value
C03722,831.67,Low Value
C03723,808.15,Low Value
C03724,1310.13,Medium Value
C03725,1041.66,Medium Value
C03726,1300.42,Medium Value
C03727,558.32,Low Value
C03728,1325.45,Medium Value
C03729,1452.41,High Value
C03730,920.8,Low Value
C03731,805.0,Low Value
C03732,939.36,Low Value
C03733,1568.86,High Value
C03734,1210.38,Medium Value
C03735,896.91,Low Value
C03736,1000.58,Low Value
C03737,1123.9,Medium Value
C03738,1422.17,High Value
C03739,1051.78,Medium Value
C03740,1451.61,High Value
C03741,1006.94,Low Value
C03742,1331.2,Medium Value
C03743,1166.25,Medium Value
C03744,1511.01,High Value
C03745,1302.47,Medium Value
C03746,970.36,Low Value
C03747,1456.82,High Value
C03748,1110.57,Medium Value
C03749,1719.97,Very High Value
C03750,1404.62,High Value
C03751,1085.57,Medium Value
C03752,1376.83,High Value
C03753,1199.66,Medium Value
C03754,824.38,Low Value
C03755,947.08,Low Value
C03756,916.52,Low Value
C03757,765.85,Low Value
C03758,1062.11,Medium Value
C03759,1120.53,Medium Value
C03760,1202.35,Medium Value
C03761,1173.37,Medium Value
C03762,1298.87,Medium Value
C03763,899.54,Low Value
C03764,1371.66,High Value
C03765,1539.21,High Value
C03766,1187.38,Medium Value
C03767,1541.86,High Value
C03768,1595.17,High Value
C03769,1121.92,Medium Value
C03770,1169.09,Medium Value
C03771,1493.98,High Value
C03772,412.74,Low Value
C03773,1133.72,Medium Value
C03774,1630.48,High Value
C03775,1063.96,Medium Value
C03776,894.22,Low Value
C03777,1258.18,Medium Value
C03778,1661.98,High Value
C03779,1509.11,High Value
C03780,1342.07,Medium Value
C03781,1377.25,High Value
C03782,1074.68,Medium Value
C03783,792.74,Low Value
C03784,1228.47,Medium Value
C03785,1319.2,Medium Value
C03786,1771.1,Very High Value
C03787,1234.27,Medium Value
C03788,1451.2,High Value
C03789,1547.33,High Value
C03790,1400.82,High Value
C03791,911.09,Low Value
C03792,823.24,Low Value
C03793,1095.13,Medium Value
C03794,983.12,Low Value
C03795,1088.07,Medium Value
C03796,1289.84,Medium Value
C03797,1941.98,Very High Value
C03798,1600.61,High Value
C03799,805.69,Low Value
C03800,933.38,Low Value
C03801,995.07,Low Value
C03802,877.92,Low Value
C03803,811.24,Low Value
C03804,1155.26,Medium Value
C03805,794.49,Low Value
C03806,1029.62,Low Value
C03807,805.19,Low Value
C03808,806.6,Low Value
C03809,809.78,Low Value
C03810,952.85,Low Value
C03811,1086.2,Medium Value
C03812,1395.34,High Value
C03813,1223.69,Medium Value
C03814,863.19,Low Value
C03815,837.31,Low Value
C03816,1438.56,High Value
C03817,1091.9,Medium Value
C03818,958.34,Low Value
C03819,1036.3,Low Value
C03820,1351.06,Medium Value
C03821,1087.42,Medium Value
C03822,1293.11,Medium Value
C03823,1343.67,Medium Value
C03824,1548.38,High Value
C03825,1250.21,Medium Value
C03826,967.38,Low Value
C03827,1553.25,High Value
C03828,543.72,Low Value
C03829,1158.56,Medium Value
C03830,914.19,Low Value
C03831,1480.76,High Value
C03832,1585.9,High Value
C03833,1133.18,Medium Value
C03834,967.6,Low Value
C03835,855.47,Low Value
C03836,1022.56,Low Value
C03837,1302.26,Medium Value
C03838,902.17,Low Value
C03839,872.48,Low Value
C03840,760.82,Low Value
C03841,1645.45,High Value
C03842,903.87,Low Value
C03843,1329.25,Medium Value
C03844,897.25,Low Value
C03845,906.05,Low Value
C03846,1310.64,Medium Value
C03847,1108.89,Medium Value
C03848,652.08,Low Value
C03849,915.65,Low Value
C03850,967.06,Low Value
C03851,881.16,Low Value
C03852,930.26,Low Value
C03853,960.33,Low Value
C03854,769.3,Low Value
C03855,1375.51,High Value
C03856,1291.35,Medium Value
C03857,1141.2,Medium Value
C03858,1760.88,Very High Value
C03859,1695.61,Very High Value
C03860,913.69,Low Value
C03861,804.65,Low Value
C03862,1364.95,High Value
C03863,791.72,Low Value
C03864,852.0,Low Value
C03865,824.66,Low Value
C03866,788.22,Low Value
C03867,1014.16,Low Value
C03868,768.04,Low Value
C03869,895.82,Low Value
C03870,757.26,Low Value
C03871,1527.53,High Value
C03872,895.47,Low Value
C03873,815.2,Low Value
C03874,991.38,Low Value
C03875,794.36,Low Value
C03876,1256.23,Medium Value
C03877,1009.16,Low Value
C03878,1205.96,Medium Value
C03879,882.31,Low Value
C03880,1004.46,Low Value
C03881,1229.93,Medium Value
C03882,1328.0,Medium Value
C03883,1577.82,High Value
C03884,1196.08,Medium Value
C03885,1300.28,Medium Value
C03886,1032.88,Low Value
C03887,744.59,Low Value
C03888,883.33,Low Value
C03889,1092.29,Medium Value
C03890,1254.63,Medium Value
C03891,1164.49,Medium Value
C03892,1394.45,High Value
C03893,912.47,Low Value
C03894,1457.53,High Value
C03895,933.77,Low Value
C03896,1198.94,Medium Value
C03897,874.84,Low Value
C03898,1444.86,High Value
C03899,827.5,Low Value
C03900,1546.78,High Value
C03901,1482.12,High Value
C03902,841.27,Low Value
C03903,1159.9,Medium Value
C03904,1415.21,High Value
C03905,1144.08,Medium Value
C03906,853.71,Low Value
C03907,1356.56,Medium Value
C03908,905.92,Low Value
C03909,1193.89,Medium Value
C03910,1194.76,Medium Value
C03911,1201.61,Medium Value
C03912,1325.86,Medium Value
C03913,501.4,Low Value
C03914,1871.51,Very High Value
C03915,1488.36,High Value
C03916,1310.17,Medium Value
C03917,1239.21,Medium Value
C03918,1200.64,Medium Value
C03919,1122.83,Medium Value
C03920,873.38,Low Value
C03921,836.73,Low Value
C03922,1002.45,Low Value
C03923,1493.85,High Value
C03924,983.05,Low Value
C03925,1049.4,Medium Value
C03926,1157.93,Medium Value
C03927,883.27,Low Value
C03928,773.71,Low Value
C03929,852.23,Low Value
C03930,882.96,Low Value
C03931,1169.5,Medium Value
C03932,768.75,Low Value
C03933,1675.29,High Value
C03934,1511.33,High Value
C03935,990.57,Low Value
C03936,1244.55,Medium Value
C03937,995.42,Low Value
C03938,1183.86,Medium Value
C03939,832.32,Low Value
C03940,1482.81,High Value
C03941,1223.53,Medium Value
C03942,1396.38,High Value
C03943,1254.21,Medium Value
C03944,1119.7,Medium Value
C03945,833.68,Low Value
C03946,955.07,Low Value
C03947,1066.09,Medium Value
C03948,1194.1,Medium Value
C03949,1040.85,Medium Value
C03950,1373.57,High Value
C03951,1416.4,High Value
C03952,424.14,Low Value
C03953,1822.19,Very High Value
C03954,1417.69,High Value
C03955,1014.78,Low Value
C03956,1431.39,High Value
C03957,899.03,Low Value
C03958,1118.55,Medium Value
C03959,1387.05,High Value
C03960,1284.57,Medium Value
C03961,834.09,Low Value
C03962,1720.93,Very High Value
C03963,1134.03,Medium Value
C03964,854.49,Low Value
C03965,793.58,Low Value
C03966,963.05,Low Value
C03967,861.02,Low Value
C03968,1255.98,Medium Value
C03969,1077.67,Medium Value
C03970,1133.12,Medium Value
C03971,908.24,Low Value
C03972,785.5,Low Value
C03973,1305.93,Medium Value
C03974,972.4,Low Value
C03975,790.76,Low Value
C03976,933.56,Low Value
C03977,1458.6,High Value
C03978,777.1,Low Value
C03979,952.27,Low Value
C03980,1147.81,Medium Value
C03981,1218.49,Medium Value
C03982,1076.7,Medium Value
C03983,936.51,Low Value
C03984,871.48,Low Value
C03985,1266.86,Medium Value
C03986,1160.31,Medium Value
C03987,1393.1,High Value
C03988,931.82,Low Value
C03989,786.24,Low Value
C03990,993.16,Low Value
C03991,887.44,Low Value
C03992,1470.03,High Value
C03993,1258.36,Medium Value
C03994,1198.98,Medium Value
C03995,1082.65,Medium Value
C03996,1541.83,High Value
C03997,1653.41,High Value
C03998,1213.22,Medium Value
C03999,1576.27,High Value
C04000,1156.74,Medium Value
C04001,1758.12,Very High Value
C04002,1122.81,Medium Value
C04003,887.12,Low Value
C04004,1930.48,Very High Value
C04005,855.83,Low Value
C04006,1629.33,High Value
C04007,1523.28,High Value
C04008,734.63,Low Value
C04009,892.07,Low Value
C04010,1601.82,High Value
C04011,1008.82,Low Value
C04012,843.82,Low Value
C04013,1259.96,Medium Value
C04014,863.75,Low Value
C04015,1865.37,Very High Value
C04016,1581.78,High Value
C04017,841.08,Low Value
C04018,762.23,Low Value
C04019,864.2,Low Value
C04020,1348.71,Medium Value
C04021,910.27,Low Value
C04022,1025.86,Low Value
C04023,1266.82,Medium Value
C04024,1765.27,Very High Value
C04025,1288.53,Medium Value
C04026,1401.6,High Value
C04027,1376.74,High Value
C04028,1049.52,Medium Value
C04029,1210.1,Medium Value
C04030,798.51,Low Value
C04031,1254.19,Medium Value
C04032,1673.37,High Value
C04033,1372.89,High Value
C04034,1297.79,Medium Value
C04035,1290.12,Medium Value
C04036,1138.1,Medium Value
C04037,1189.0,Medium Value
C04038,935.34,Low Value
C04039,960.86,Low Value
C04040,1031.51,Low Value
C04041,1557.53,High Value
C04042,898.48,Low Value
C04043,1250.53,Medium Value
C04044,1064.71,Medium Value
C04045,1845.65,Very High Value
C04046,1186.38,Medium Value
C04047,852.79,Low Value
C04048,1008.65,Low Value
C04049,1431.5,High Value
C04050,1469.55,High Value
C04051,1351.95,Medium Value
C04052,1326.5,Medium Value
C04053,1399.78,High Value
C04054,1161.45,Medium Value
C04055,1026.03,Low Value
C04056,398.55,Low Value
C04057,896.78,Low Value
C04058,1199.92,Medium Value
C04059,1250.96,Medium Value
C04060,1108.82,Medium Value
C04061,1325.04,Medium Value
C04062,1230.03,Medium Value
C04063,813.08,Low Value
C04064,1047.87,Medium Value
C04065,1573.26,High Value
C04066,832.99,Low Value
C04067,446.7,Low Value
C04068,1099.45,Medium Value
C04069,928.08,Low Value
C04070,1215.81,Medium Value
C04071,934.17,Low Value
C04072,1342.45,Medium Value
C04073,978.71,Low Value
C04074,761.58,Low Value
C04075,1349.59,Medium Value
C04076,756.79,Low Value
C04077,884.13,Low Value
C04078,1161.98,Medium Value
C04079,1139.67,Medium Value
C04080,1433.56,High Value
C04081,1109.5,Medium Value
C04082,777.23,Low Value
C04083,1233.34,Medium Value
C04084,854.24,Low Value
C04085,942.31,Low Value
C04086,1315.73,Medium Value
C04087,1345.5,Medium Value
C04088,405.34,Low Value
C04089,1433.87,High Value
C04090,670.47,Low Value
C04091,889.89,Low Value
C04092,776.79,Low Value
C04093,1026.21,Low Value
C04094,1063.31,Medium Value
C04095,1455.35,High Value
C04096,1105.83,Medium Value
C04097,896.67,Low Value
C04098,1405.68,High Value
C04099,757.84,Low Value
C04100,931.88,Low Value
C04101,850.7,Low Value
C04102,1177.25,Medium Value
C04103,1234.98,Medium Value
C04104,1054.55,Medium Value
C04105,1414.98,High Value
C04106,915.13,Low Value
C04107,1402.52,High Value
C04108,1447.93,High Value
C04109,1074.12,Medium Value
C04110,1071.16,Medium Value
C04111,1232.61,Medium Value
C04112,1487.37,High Value
C04113,1143.13,Medium Value
C04114,1019.98,Low Value
C04115,1081.53,Medium Value
C04116,1443.75,High Value
C04117,1360.46,High Value
C04118,374.33,Low Value
C04119,1169.47,Medium Value
C04120,1731.55,Very High Value
C04121,913.01,Low Value
C04122,1127.64,Medium Value
C04123,810.87,Low Value
C04124,1568.18,High Value
C04125,826.74,Low Value
C04126,1856.57,Very High Value
C04127,1263.5,Medium Value
C04128,1379.99,High Value
C04129,1166.13,Medium Value
C04130,1303.32,Medium Value
C04131,754.76,Low Value
C04132,973.76,Low Value
C04133,753.99,Low Value
C04134,1887.94,Very High Value
C04135,827.49,Low Value
C04136,1457.37,High Value
C04137,1262.22,Medium Value
C04138,1173.61,Medium Value
C04139,1256.4,Medium Value
C04140,1179.81,Medium Value
C04141,822.26,Low Value
C04142,781.57,Low Value
C04143,1055.48,Medium Value
C04144,1131.13,Medium Value
C04145,775.24,Low Value
C04146,1194.36,Medium Value
C04147,1194.2,Medium Value
C04148,1167.99,Medium Value
C04149,1236.86,Medium Value
C04150,1094.13,Medium Value
C04151,986.66,Low Value
C04152,963.62,Low Value
C04153,1321.39,Medium Value
C04154,1139.19,Medium Value
C04155,1210.0,Medium Value
C04156,778.75,Low Value
C04157,1230.44,Medium Value
C04158,939.14,Low Value
C04159,1003.49,Low Value
C04160,1064.42,Medium Value
C04161,761.07,Low Value
C04162,874.24,Low Value
C04163,987.78,Low Value
C04164,1230.42,Medium Value
C04165,1366.05,High Value
C04166,1060.59,Medium Value
C04167,1372.2,High Value
C04168,1028.59,Low Value
C04169,1557.27,High Value
